"p_val","avg_log2FC","pct.1","pct.2","p_val_adj","cluster","gene"
6.45178687188637e-154,0.94713574565816,0.99,0.877,8.84798051610496e-150,"0","RPS29"
1.22034044607752e-153,0.577988082731067,1,0.995,1.67357488775071e-149,"0","RPL13"
1.27694001441264e-151,0.640684785729389,0.999,0.984,1.75119553576549e-147,"0","RPL27A"
1.30734284120951e-142,-5.94527524732046,0.161,0.515,1.79288997243472e-138,"0","S100A9"
1.35848715254259e-141,2.11677920147996,0.662,0.197,1.86302928099691e-137,"0","IL7R"
2.466985640667e-139,0.633463316147771,0.997,0.988,3.38322410761072e-135,"0","EEF1A1"
1.63047237227254e-138,0.684571404629751,0.998,0.988,2.23602981133457e-134,"0","RPL21"
1.77135963292874e-137,-4.14753666718626,0.048,0.44,2.42924260059847e-133,"0","HLA-DMA"
1.88071885341687e-135,0.811991815263968,0.996,0.969,2.57921783557589e-131,"0","RPS3A"
3.62796552632624e-135,1.18765120696066,0.838,0.327,4.97539192280381e-131,"0","IL32"
6.69351454111546e-133,-4.09634923999247,0.159,0.514,9.17948584168574e-129,"0","LST1"
1.5069750045559e-132,-2.99601299255322,0.281,0.634,2.06666552124795e-128,"0","LGALS1"
4.64240088723555e-131,-5.42022713030648,0.024,0.375,6.36658857675483e-127,"0","HLA-DQA1"
6.0147627501006e-130,0.762007625928945,0.992,0.932,8.24864563548797e-126,"0","RPSA"
6.82214492240675e-129,-5.07325453417731,0.022,0.366,9.35588954658862e-125,"0","SPI1"
2.05031922020153e-126,-4.42442107212477,0.103,0.45,2.81180777858438e-122,"0","FCN1"
2.97032248081814e-126,0.627419832895868,0.998,0.975,4.073500250194e-122,"0","RPL35A"
5.10809574254802e-126,-3.45854160666466,0.144,0.513,7.00524250133035e-122,"0","TYMP"
5.60157947651046e-126,-1.51295899937232,0.867,0.948,7.68200609408644e-122,"0","OAZ1"
2.42645415136463e-125,-2.18112302737432,0.986,0.993,3.32763922318146e-121,"0","FTH1"
3.28639975966573e-124,0.498626283600042,1,0.994,4.50696863040558e-120,"0","RPL11"
2.15559298441349e-123,-4.66810729874217,0.039,0.382,2.95618021882466e-119,"0","CFD"
3.57368915709895e-123,0.801866041349301,0.991,0.925,4.9009573100455e-119,"0","RPS20"
9.95818573266645e-120,-5.87785448435392,0.097,0.42,1.36566559137788e-115,"0","S100A8"
3.10772054491024e-119,-5.42829215976612,0.034,0.356,4.26192795528991e-115,"0","LGALS2"
1.06625925632223e-118,-4.41081911750507,0.035,0.371,1.46226794412031e-114,"0","CD68"
1.83259776719624e-118,-7.51956979145944,0.004,0.294,2.51322457793292e-114,"0","IFI30"
5.09227418552055e-116,-4.44803062440324,0.503,0.687,6.98354481802288e-112,"0","LYZ"
8.62131995663805e-116,0.592708863291384,1,0.999,1.18232781885334e-111,"0","MALAT1"
9.37978817798103e-114,0.697823929898842,0.991,0.961,1.28634415072832e-109,"0","RPS28"
9.71604404654949e-114,0.578240497711479,0.998,0.989,1.3324582805438e-109,"0","RPS4X"
4.69721225449319e-112,-2.65633490497591,0.357,0.653,6.44175688581196e-108,"0","CTSS"
3.31026180271363e-111,0.571297604227995,0.999,0.969,4.53969303624147e-107,"0","RPS23"
1.66769895046865e-108,0.410660639510535,1,0.997,2.2870823406727e-104,"0","RPL10"
2.27059339430459e-108,0.750590445864566,0.986,0.953,3.11389178094931e-104,"0","RPS13"
2.79653467951332e-108,1.85117771773651,0.644,0.259,3.83516765948457e-104,"0","NOSIP"
5.62723688205621e-108,-2.40979257807452,0.435,0.716,7.71719266005188e-104,"0","SAT1"
6.28802991451272e-108,0.702724286320158,0.992,0.932,8.62340422476274e-104,"0","RPL36"
2.22592136410411e-107,-2.55828434658313,0.274,0.61,3.05262855873238e-103,"0","GSTP1"
4.76420243189095e-107,-3.93147393679138,0.044,0.368,6.53362721509524e-103,"0","CEBPD"
6.12291866472908e-106,-3.86876955361034,0.037,0.358,8.39697065680946e-102,"0","FGR"
2.70834720565894e-105,-4.49011454728768,0.024,0.325,3.71422735784067e-101,"0","LY86"
3.60448056957046e-104,-4.33629262310167,0.053,0.363,4.94318465310893e-100,"0","IFITM3"
4.66903257938022e-104,0.646248418580899,0.992,0.96,6.40311127936203e-100,"0","RPS10"
1.03354778656057e-102,0.752662862562588,0.986,0.923,1.41740743448916e-98,"0","RPLP0"
4.10086530414826e-99,-3.81331395251673,0.063,0.382,5.62392667810892e-95,"0","HLA-DQB1"
1.09182752480557e-98,0.653965367291899,0.993,0.959,1.49733226751835e-94,"0","RPL5"
2.30220367752772e-98,-3.56305001439252,0.068,0.383,3.15724212336152e-94,"0","GRN"
8.34407016963095e-98,-3.25459223057421,0.226,0.494,1.14430578306319e-93,"0","AIF1"
9.60347542227241e-98,-2.1502612149957,0.35,0.638,1.31702061941044e-93,"0","PSAP"
3.6302088593307e-95,-3.45440029938652,0.074,0.384,4.97846842968612e-91,"0","SERPINA1"
1.28424290268885e-94,-2.48057753410862,0.183,0.523,1.76121071674748e-90,"0","PYCARD"
1.47883845048236e-93,0.548132987164644,0.996,0.981,2.02807905099151e-89,"0","RPL14"
2.87043970005927e-90,1.13259957721422,0.874,0.629,3.93652100466129e-86,"0","TMEM66"
9.67346801545843e-90,-1.36581792497498,0.479,0.778,1.32661940363997e-85,"0","CLIC1"
4.94024669396833e-89,-1.8649194176568,0.46,0.711,6.77505431610817e-85,"0","SRGN"
5.89051170630082e-89,-4.48678875069773,0.144,0.422,8.07824775402095e-85,"0","NKG7"
3.16639320442103e-88,3.23254266293153,0.319,0.043,4.34239164054299e-84,"0","LEF1"
3.3982435566761e-88,2.73052849965585,0.365,0.062,4.6603512136256e-84,"0","CCR7"
2.15540785569496e-87,0.594023342238976,0.995,0.98,2.95592633330006e-83,"0","RPL10A"
1.94548073127168e-86,-2.45021416280322,0.257,0.547,2.66803227486598e-82,"0","NPC2"
2.17814345814503e-86,0.559534382295999,0.997,0.976,2.98710593850009e-82,"0","RPS16"
2.36882800072663e-86,4.09424803067124,0.271,0.024,3.24861072019651e-82,"0","MAL"
6.76584344671334e-86,0.93005425069824,0.925,0.755,9.27867770282267e-82,"0","NPM1"
9.84349393291446e-86,-0.577087085755251,0.993,0.996,1.34993675795989e-81,"0","MT-CO1"
1.41802685979385e-82,-4.44979079588388,0.044,0.299,1.94468203552129e-78,"0","FCGR3A"
1.58934895110218e-82,-3.55724591069167,0.033,0.3,2.17963315154153e-78,"0","HLA-DMB"
2.89371997782489e-81,-1.21609309300766,0.736,0.883,3.96844757758905e-77,"0","ARPC3"
1.16962378964114e-80,-4.66532624637886,0.023,0.267,1.60402206511386e-76,"0","MS4A6A"
9.88964626475913e-80,-3.86394241722063,0.032,0.29,1.35626608874907e-75,"0","NCF2"
1.47268320489577e-79,-3.32601347942953,0.056,0.329,2.01963774719407e-75,"0","CFP"
1.41229062865173e-78,-4.58804489164013,0.016,0.25,1.93681536813298e-74,"0","CDA"
2.18004636321703e-78,-2.84841026575175,0.07,0.356,2.98971558251584e-74,"0","FAM26F"
3.76450195696158e-77,-4.77637904472001,0.018,0.244,5.16263798377711e-73,"0","CD14"
8.56606634404584e-77,1.73254968942074,0.417,0.1,1.17475033842245e-72,"0","CD27"
1.61101558925345e-75,0.415377306925601,0.999,0.991,2.20934677910218e-71,"0","RPL19"
4.90960833073795e-75,-2.42417291420275,0.138,0.427,6.73303686477403e-71,"0","AP1S2"
5.69202901295427e-75,2.91722319656411,0.314,0.052,7.80604858836549e-71,"0","AQP3"
9.77131091860707e-75,-5.53428255164077,0.006,0.21,1.34003757937777e-70,"0","LILRA5"
1.66258393183338e-74,1.66834244406795,0.512,0.164,2.2800676041163e-70,"0","CD2"
2.56063770003488e-73,0.419172031311366,0.998,0.986,3.51165854182783e-69,"0","RPS15"
3.51742230044616e-73,-5.25631334584264,0.01,0.217,4.82379294283186e-69,"0","HLA-DQA2"
3.54581857979983e-73,-4.44755546212951,0.015,0.234,4.86273560033749e-69,"0","SLC7A7"
8.91353442150144e-73,0.503718967336907,0.997,0.973,1.22240211056471e-68,"0","RPL18"
1.41621139478946e-72,0.361633464369014,1,0.994,1.94219230681427e-68,"0","RPS2"
8.3872458275584e-72,2.02040172545346,0.416,0.12,1.15022689279136e-67,"0","PIK3IP1"
8.45781075421274e-72,0.612872536134227,0.974,0.869,1.15990416683274e-67,"0","RPS26"
1.36754570087785e-71,-3.87088593222586,0.024,0.251,1.87545217418389e-67,"0","HCK"
3.07692578834008e-71,-2.66207874983219,0.091,0.371,4.21969602612958e-67,"0","LGALS3"
3.19059469887232e-71,-3.36984581545643,0.104,0.354,4.3755815700335e-67,"0","CD79B"
3.88385781232583e-71,0.721006249525395,0.961,0.866,5.32632260382365e-67,"0","RPL36A"
6.21420407820864e-71,2.45484970527875,0.319,0.057,8.52215947285533e-67,"0","TRAT1"
7.64224982293722e-71,-2.53855588867648,0.285,0.534,1.04805814071761e-66,"0","GPX1"
1.66161638713368e-70,-1.77032701124839,0.346,0.606,2.27874071331513e-66,"0","GABARAP"
6.12203836071422e-70,2.61935596206204,0.31,0.056,8.39576340788348e-66,"0","PRKCQ-AS1"
6.33412214351471e-70,0.479770851720741,0.997,0.98,8.68661510761607e-66,"0","RPS8"
7.94650643281696e-70,0.521248612789729,0.994,0.967,1.08978389219652e-65,"0","RPS5"
1.87092715592916e-68,1.16097658747712,0.679,0.347,2.56578950164125e-64,"0","AES"
1.68800693631877e-67,1.01540573555559,0.938,0.881,2.31493271246756e-63,"0","JUNB"
2.29757539633212e-67,-0.80231684701494,0.992,0.993,3.15089489852987e-63,"0","ACTB"
9.66204640315215e-67,-2.83608589693594,0.065,0.316,1.32505304372829e-62,"0","BRI3"
3.97108910153531e-65,0.387503800540451,0.999,0.995,5.44595159384552e-61,"0","RPLP1"
1.0573912174889e-64,-3.00702081409681,0.048,0.282,1.45010631566428e-60,"0","CTSH"
1.1440932457188e-64,-5.44815038972482,0.005,0.183,1.56900947717876e-60,"0","C19orf38"
2.11892331212391e-64,-4.5283319129218,0.048,0.247,2.90589143024673e-60,"0","CD79A"
2.4847064298049e-64,0.654187215342207,0.947,0.801,3.40752639783444e-60,"0","RPS21"
3.39032024578729e-64,-1.62338108451037,0.286,0.564,4.64948518507269e-60,"0","RAC1"
1.3953646662747e-63,0.570329261482458,0.988,0.948,1.91360310332912e-59,"0","RPL4"
3.41372008144215e-63,1.32690686028302,0.542,0.218,4.68157571968977e-59,"0","LCK"
4.64243856030506e-63,-1.99716048267891,0.207,0.468,6.36664024160236e-59,"0","TKT"
1.84416399140749e-62,-2.95799628882017,0.051,0.282,2.52908649781623e-58,"0","RNF130"
2.21738674554828e-62,-4.97174592841012,0.009,0.189,3.04092418284491e-58,"0","IGSF6"
3.83295883195144e-62,-2.99768869614811,0.044,0.272,5.2565197421382e-58,"0","PLEK"
7.80405590584824e-62,-4.17481042093132,0.012,0.202,1.07024822692803e-57,"0","PILRA"
4.47768637504101e-61,-1.56133228886128,0.323,0.589,6.14069909473124e-57,"0","PRELID1"
4.94033668778215e-61,-2.26794507352702,0.132,0.392,6.77517773362444e-57,"0","RGS2"
6.5747928966555e-61,-1.6124167321455,0.29,0.557,9.01667097847335e-57,"0","ANXA2"
7.30638540326375e-61,-4.03826056390967,0.018,0.213,1.00199769420359e-56,"0","MNDA"
2.33083757335708e-60,-4.37945189089668,0.013,0.197,3.1965106481019e-56,"0","CPVL"
9.82881638584288e-60,-4.40410794492058,0.021,0.208,1.34792387915449e-55,"0","APOBEC3A"
3.03090700562319e-59,-3.88082720566209,0.048,0.244,4.15658586751165e-55,"0","MS4A1"
8.51697762194873e-59,-4.35229276680443,0.015,0.196,1.16801831107405e-54,"0","RP11-290F20.3"
1.98703817506333e-58,-4.4978702734559,0.034,0.226,2.72502415328185e-54,"0","CCL3"
3.79636211274732e-58,0.364684254633226,0.998,0.99,5.20633100142167e-54,"0","RPS19"
5.46216253905822e-58,-3.54511172175941,0.023,0.221,7.49080970606444e-54,"0","STX11"
7.111385296079e-58,0.558115971481795,0.979,0.95,9.75255379504274e-54,"0","RPL17"
1.18851230320151e-57,0.468523240696728,0.991,0.956,1.62992577261055e-53,"0","RPL35"
2.45510552471094e-57,0.701987801766844,0.944,0.83,3.36693171658858e-53,"0","BTG1"
2.92814601475971e-57,-3.30069651092768,0.082,0.288,4.01565944464147e-53,"0","CST7"
3.99430753911341e-57,1.92193277503449,0.372,0.124,5.47779335914013e-53,"0","TCF7"
4.32115110896226e-57,0.721341230386499,0.907,0.737,5.92602663083085e-53,"0","RPL22"
9.81691348136894e-57,0.793535438260772,0.85,0.646,1.34629151483494e-52,"0","RPSAP58"
9.91847374975234e-57,-3.07600538484749,0.039,0.249,1.36021949004104e-52,"0","LYN"
1.77183838699505e-56,2.20790288966893,0.301,0.071,2.42989916392501e-52,"0","FLT3LG"
2.93750194355318e-56,-1.83656426034762,0.423,0.61,4.02849016538883e-52,"0","S100A11"
4.23885783747294e-56,-2.52407624248674,0.065,0.297,5.81316963831039e-52,"0","EFHD2"
7.5548512778252e-56,0.986078390730621,0.556,0.219,1.03607230424095e-51,"0","CD7"
7.94270954953391e-56,-4.07957782232857,0.015,0.191,1.08926318762308e-51,"0","CTSZ"
2.09784580664036e-55,-3.12103686209579,0.045,0.255,2.87698573922658e-51,"0","TNFSF13B"
4.14141629749602e-55,-3.23483894644108,0.034,0.234,5.67953831038604e-51,"0","NUP214"
5.05139207349286e-55,-4.13841812565059,0.02,0.196,6.92747908958811e-51,"0","MS4A7"
5.86938630359826e-55,-4.2830552817863,0.015,0.188,8.04927637675466e-51,"0","ALDH2"
6.22467544026202e-55,0.570646646584467,0.984,0.959,8.53651989877533e-51,"0","RPL7"
9.38761737135646e-55,1.72249349096692,0.373,0.119,1.28741784630782e-50,"0","RGCC"
1.52326362786521e-54,0.612953033789053,0.953,0.846,2.08900373925435e-50,"0","RPL38"
1.80250930577054e-54,3.02974931525687,0.206,0.024,2.47196126193372e-50,"0","CD40LG"
2.73145467332787e-54,-1.92549055623952,0.219,0.462,3.74591693900184e-50,"0","AP2S1"
3.2969862493334e-54,-4.41129555119028,0.011,0.176,4.52148694233582e-50,"0","LRRC25"
4.21910055098849e-54,-2.30350930409669,0.099,0.34,5.78607449562562e-50,"0","FCGRT"
4.88827489084054e-54,-4.48450736037684,0.015,0.184,6.70378018529872e-50,"0","FPR1"
5.85405212127007e-54,0.309470972288462,0.999,0.99,8.02824707910977e-50,"0","RPL18A"
1.37096211368203e-53,-6.76269783994258,0.002,0.142,1.88013744270354e-49,"0","ASGR1"
2.4087655902567e-53,-0.923429443218527,0.813,0.895,3.30338113047804e-49,"0","SH3BGRL3"
3.93412474832769e-53,-2.28156069223339,0.115,0.348,5.39525867985659e-49,"0","STXBP2"
4.46556412503067e-53,1.54212114435156,0.368,0.1,6.12407464106706e-49,"0","CD3G"
4.69408777231555e-53,0.594496923187831,0.948,0.84,6.43747197095354e-49,"0","EEF1B2"
9.70096187608968e-53,-1.84906514441527,0.2,0.449,1.33038991168694e-48,"0","ATP6V0B"
2.36200784795938e-52,-4.57087492808652,0.009,0.168,3.23925756269149e-48,"0","MAFB"
3.57786881746904e-52,-5.44483881721979,0.032,0.193,4.90668929627705e-48,"0","GZMB"
6.33079495853995e-52,0.761532054236746,0.686,0.424,8.68205220614168e-48,"0","GIMAP7"
6.94699116881459e-52,0.621655721481117,0.917,0.768,9.52710368891232e-48,"0","GLTSCR2"
1.94240289499915e-51,0.443941187539325,0.987,0.931,2.66381133020183e-47,"0","RPL37A"
1.32082286903224e-50,0.945554106340703,0.681,0.416,1.81137648259082e-46,"0","EVL"
1.35922416586105e-50,-2.59855591979952,0.05,0.258,1.86404002106185e-46,"0","APLP2"
5.22542833914123e-50,0.777549301721164,0.772,0.54,7.16615242429829e-46,"0","HINT1"
7.54247243842811e-50,-1.88696431809057,0.579,0.671,1.03437467020603e-45,"0","COTL1"
9.38815662428012e-50,-3.68650467526265,0.016,0.183,1.28749179945378e-45,"0","MPEG1"
1.57574175739771e-49,-4.0318956455217,0.014,0.171,2.16097224609522e-45,"0","RNASE6"
7.88051430267684e-49,-2.65722946691572,0.051,0.25,1.0807337314691e-44,"0","BLVRB"
8.27919628321157e-49,1.34964986388271,0.435,0.179,1.13540897827964e-44,"0","PRDX2"
8.84376073506366e-49,0.45862805405714,0.982,0.93,1.21283334720663e-44,"0","RPL24"
1.40270964960731e-48,-4.77010528945199,0.018,0.166,1.92367601347146e-44,"0","GZMH"
1.56011049191233e-48,1.33051975001699,0.428,0.172,2.13953552860857e-44,"0","GIMAP5"
1.6380130673658e-48,2.92924620426791,0.229,0.046,2.24637112058546e-44,"0","LDLRAP1"
2.32633841028068e-48,-4.98047700003756,0.026,0.178,3.19034049585893e-44,"0","FGFBP2"
6.9399125584529e-48,-3.3231218513236,0.027,0.206,9.51739608266231e-44,"0","FGL2"
1.2862545159121e-47,1.6473760181766,0.393,0.154,1.76396944312186e-43,"0","LEPROTL1"
1.68398421119456e-47,-4.70283741902774,0.007,0.149,2.30941594723221e-43,"0","RAB32"
2.75615811326306e-47,-3.25616550844391,0.026,0.196,3.77979523652896e-43,"0","KLF4"
4.11716339584248e-47,0.462610750874831,0.985,0.929,5.64627788105838e-43,"0","RPL37"
5.68784421994045e-47,4.74190735491321,0.132,0.005,7.80030956322633e-43,"0","LINC00176"
6.17367309104385e-47,-3.64075727967789,0.016,0.177,8.46657527705754e-43,"0","SMCO4"
7.51985412356749e-47,0.376984076422865,0.997,0.983,1.03127279450605e-42,"0","RPS7"
8.73476359027658e-47,-1.51551088032208,0.214,0.45,1.19788547877053e-42,"0","CD63"
1.69254414879562e-46,-4.64293930053795,0.009,0.151,2.32115504565831e-42,"0","PLBD1"
2.82890483092813e-46,-2.4588807840778,0.078,0.275,3.87956008513484e-42,"0","RHOC"
7.74875727030962e-46,-2.74660016092929,0.094,0.28,1.06266457205026e-41,"0","GZMA"
2.75779606888877e-45,-4.85406929372745,0.022,0.162,3.78204152887406e-41,"0","TCL1A"
3.37138222149849e-45,-3.33886191315341,0.019,0.177,4.62351357856303e-41,"0","TGFBI"
4.2188811475567e-45,-3.07262864006553,0.026,0.195,5.78577360575925e-41,"0","PLAUR"
1.11885922358605e-44,-4.88637270354128,0.009,0.147,1.53440353922591e-40,"0","IGFBP7"
1.57505746516915e-44,-4.37869848261045,0.028,0.182,2.16003380773297e-40,"0","CCL4"
1.59679350016382e-44,-3.6096147574062,0.066,0.229,2.18984260612466e-40,"0","PRF1"
2.31744583191513e-44,-3.50214447569982,0.022,0.181,3.17814521388841e-40,"0","IRF8"
7.05223164175998e-44,-2.90255134187981,0.04,0.214,9.67143047350964e-40,"0","SCPEP1"
7.08774675513587e-44,3.10442021034609,0.18,0.029,9.72013589999333e-40,"0","TRABD2A"
9.28065945090106e-44,-3.34447582697145,0.032,0.196,1.27274963709657e-39,"0","HVCN1"
2.1650799352646e-43,-5.22728869094537,0.01,0.138,2.96919062322187e-39,"0","LINC00926"
3.69963212367456e-43,-4.2225844028122,0.009,0.146,5.0736754944073e-39,"0","FCGR2A"
9.31593389527443e-43,-3.26160200054175,0.028,0.185,1.27758717439793e-38,"0","CSF3R"
1.62294402163744e-42,0.268697913558618,1,0.991,2.22570543127358e-38,"0","RPL28"
1.73368864134156e-42,0.336401296530207,0.997,0.991,2.37758060273581e-38,"0","RPL6"
2.36427596090944e-42,1.68363741850989,0.182,0.018,3.24236805279121e-38,"0","NGFRAP1"
2.50689205678423e-42,-4.58856544640831,0.004,0.128,3.43795176667389e-38,"0","CD33"
2.89597085687212e-42,-5.72751210658367,0.003,0.119,3.97153443311443e-38,"0","RBP7"
3.09767604066785e-42,0.937041655923999,0.565,0.32,4.24815292217189e-38,"0","TMEM123"
3.15853980812258e-42,1.55086782401271,0.333,0.111,4.33162149285931e-38,"0","SPOCK2"
3.91419159352649e-42,-2.29952534819741,0.069,0.263,5.36792235136223e-38,"0","ABI3"
5.19213866083303e-42,-4.79171683321383,0.1,0.245,7.12049895946642e-38,"0","GNLY"
5.83764899216344e-42,0.813299531896292,0.77,0.56,8.00575182785295e-38,"0","ZFP36L2"
5.99170123217941e-42,-3.68527504480689,0.018,0.163,8.21701906981084e-38,"0","C5AR1"
9.79300549760777e-42,-2.9626892621004,0.028,0.187,1.34301277394193e-37,"0","LYL1"
1.01480969093677e-41,-2.90989359765528,0.031,0.193,1.39171001015069e-37,"0","ODF3B"
2.18923812036313e-41,-6.77999281174038,0.001,0.108,3.002321158266e-37,"0","VSTM1"
4.53053730793568e-41,-1.83344020571129,0.126,0.335,6.21317886410299e-37,"0","CTSD"
4.8407284833576e-41,-1.04543707725068,0.679,0.804,6.63857504207661e-37,"0","ARPC1B"
6.90537529829956e-41,-2.88723252092139,0.027,0.187,9.47003168408802e-37,"0","TBXAS1"
8.38481411727765e-41,2.20393639118323,0.24,0.067,1.14989340804346e-36,"0","SUSD3"
9.55150553439114e-41,-1.53352215960386,0.252,0.466,1.3098934689864e-36,"0","TALDO1"
1.23677847251264e-40,-5.37615980552834,0.005,0.121,1.69611799720383e-36,"0","VPREB3"
1.4165264776341e-40,0.538893411308738,0.942,0.845,1.9426244114274e-36,"0","RPS4Y1"
1.58366511275114e-40,0.42681875066171,0.978,0.942,2.17183833562692e-36,"0","RPL27"
2.10875392201685e-40,-1.46741535898911,0.778,0.788,2.89194512865391e-36,"0","S100A6"
2.47454928211136e-40,-1.93767420588233,0.136,0.336,3.39359688548752e-36,"0","ASAH1"
3.4118325383897e-40,0.394508243304129,0.991,0.967,4.67898714314763e-36,"0","RPL7A"
4.0217474655412e-40,-1.28183128777011,0.792,0.83,5.5154244742432e-36,"0","S100A4"
4.40299206362832e-40,0.280544620212593,0.999,0.986,6.03826331605988e-36,"0","RPL12"
5.04784695272e-40,-3.06194442200859,0.024,0.174,6.9226173109602e-36,"0","CYBB"
5.45114005049988e-40,4.10921275345115,0.121,0.007,7.47569346525553e-36,"0","RP11-664D1.1"
5.74659950525282e-40,0.751644941278287,0.826,0.676,7.88088656150371e-36,"0","JUN"
6.10764171835214e-40,-2.6945526870769,0.035,0.195,8.37601985254813e-36,"0","LYST"
6.99060788365953e-40,-1.75976575960722,0.212,0.413,9.58691965165068e-36,"0","CEBPB"
1.05559590638268e-39,-1.29057905812513,0.357,0.563,1.44764422601321e-35,"0","ITGB2"
1.05869633032159e-39,0.670522461980258,0.796,0.58,1.45189614740303e-35,"0","HSPA8"
1.18617436175964e-39,-3.61897274308791,0.015,0.149,1.62671951971717e-35,"0","SLC11A1"
8.20958011807236e-39,-1.30202826831204,0.262,0.486,1.12586181739244e-34,"0","H3F3A"
1.45361186230435e-38,-2.33825493231136,0.062,0.238,1.99348330796418e-34,"0","POU2F2"
2.48728883622114e-38,-3.02259368746707,0.022,0.168,3.41106790999368e-34,"0","CPPED1"
2.74173511927235e-38,-3.54068201201565,0.018,0.153,3.7600155425701e-34,"0","LAT2"
4.89172913889917e-38,-1.5324097454896,0.167,0.383,6.70851734108632e-34,"0","CARD16"
5.0945818428722e-38,1.37747744407261,0.342,0.124,6.98670953931493e-34,"0","LAT"
5.58633989880766e-38,1.38535782506258,0.411,0.199,7.66110653722483e-34,"0","DNAJB1"
5.63678079077204e-38,-1.98532363498642,0.093,0.285,7.73028117646478e-34,"0","CTSB"
1.33093549786244e-37,2.99911687567178,0.155,0.024,1.82524494176856e-33,"0","FHIT"
1.34779520735485e-37,-0.824813951138218,0.754,0.841,1.84836634736644e-33,"0","ARPC2"
2.33832510976274e-37,-0.894183617534338,0.82,0.879,3.20677905552863e-33,"0","MYL6"
3.07230669661488e-37,-3.45594543293669,0.015,0.147,4.21336140373764e-33,"0","SLC31A2"
4.32475728298132e-37,-2.19583353365059,0.057,0.228,5.93097213788058e-33,"0","AGTRAP"
6.66987034549608e-37,-2.49993138081737,0.036,0.196,9.14706019181332e-33,"0","EIF4EBP1"
9.08707201739941e-37,-3.76165762238839,0.013,0.139,1.24620105646615e-32,"0","BTK"
1.36937220150748e-36,-4.71472205052001,0.005,0.113,1.87795703714735e-32,"0","TMEM176B"
1.60305671539894e-36,-2.29955051863791,0.062,0.234,2.19843197949811e-32,"0","IFNGR2"
1.78487872000142e-36,-1.72499124164787,0.124,0.32,2.44778267660995e-32,"0","CAPG"
1.91920941027813e-36,-1.4025484046297,0.271,0.483,2.63200378525543e-32,"0","C1orf162"
2.50625185597503e-36,-1.59818579734116,0.165,0.371,3.43707379528415e-32,"0","CNPY3"
1.18630216999443e-35,1.11763273171358,0.434,0.2,1.62689479593036e-31,"0","ACAP1"
