"p_val","avg_log2FC","pct.1","pct.2","p_val_adj","cluster","gene"
6.3413300219018e-105,0.626976304596218,0.997,0.975,8.69649999203613e-101,"0","RPL35A"
9.0912179226617e-105,-4.34666188874891,0.053,0.367,1.24676962591383e-100,"0","IFITM3"
8.96457804490049e-104,0.496329278222964,1,0.994,1.22940223307765e-99,"0","RPL11"
1.11614054269822e-102,-4.52923362462684,0.024,0.329,1.53067514025634e-98,"0","LY86"
3.12696102728837e-102,-7.56154013785059,0.004,0.298,4.28831435282328e-98,"0","IFI30"
7.55759691811787e-102,-3.54587763896807,0.072,0.389,1.03644884135069e-97,"0","SERPINA1"
1.13144467875734e-101,-3.57013207103198,0.068,0.387,1.55166323244781e-97,"0","GRN"
3.56262812252244e-99,0.575578040793439,0.998,0.989,4.88578820722728e-95,"0","RPS4X"
3.67038596619838e-98,0.695437685870036,0.992,0.961,5.03356731404446e-94,"0","RPS28"
4.79783982511519e-98,-2.48319861955283,0.255,0.552,6.57975753616297e-94,"0","NPC2"
8.11486981789284e-98,-1.85725894378928,0.459,0.715,1.11287324682582e-93,"0","SRGN"
5.44350771854833e-97,0.700478322109917,0.992,0.931,7.46522648521718e-93,"0","RPL36"
8.47182056885264e-97,0.763122048552101,0.986,0.923,1.16182547281245e-92,"0","RPLP0"
1.20793830416734e-96,-3.72118348461134,0.067,0.383,1.65656659033508e-92,"0","HLA-DQB1"
6.65759729402942e-96,0.754006210236116,0.987,0.952,9.13022892903195e-92,"0","RPS13"
8.52670391558076e-95,0.560300352384749,0.998,0.97,1.16935217498274e-90,"0","RPS23"
9.57872716973405e-95,-1.35976320384628,0.481,0.781,1.31362664405733e-90,"0","CLIC1"
6.39825439191461e-91,1.13158356867662,0.87,0.629,8.7745660730717e-87,"0","TMEM66"
1.70354749328275e-90,0.652301515373384,0.993,0.959,2.33624503228797e-86,"0","RPS10"
8.81695548080569e-90,0.40544344211403,1,0.997,1.20915727463769e-85,"0","RPL10"
7.59438770429609e-88,0.652807948761644,0.993,0.958,1.04149432976717e-83,"0","RPL5"
7.86901725657162e-86,0.931693318484454,0.923,0.754,1.07915702656623e-81,"0","NPM1"
2.87551893548149e-85,0.572519875471883,0.997,0.98,3.94348666811932e-81,"0","RPL14"
6.21594153879798e-85,-4.19912811538777,0.153,0.419,8.52454222630755e-81,"0","NKG7"
5.16054823520891e-84,-3.65573835715855,0.032,0.305,7.0771758497655e-80,"0","HLA-DMB"
8.93185099810223e-84,-1.2183528752859,0.738,0.883,1.22491404587974e-79,"0","ARPC3"
6.47985837028537e-83,-3.36798382582067,0.056,0.333,8.88647776900936e-79,"0","CFP"
3.83819260227997e-82,-2.45824673635521,0.137,0.431,5.26369733476675e-78,"0","AP1S2"
2.89327200400755e-81,-2.84375953494333,0.071,0.359,3.96783322629596e-77,"0","FAM26F"
1.30096678007328e-80,-4.3893496099829,0.045,0.302,1.78414584219249e-76,"0","FCGR3A"
3.80310008439483e-79,0.574351089976583,0.997,0.976,5.21557145573907e-75,"0","RPS16"
2.1323071927531e-78,-2.55515604574512,0.283,0.539,2.9242460841416e-74,"0","GPX1"
3.96845276415081e-78,-1.7801442649775,0.346,0.609,5.44233612075642e-74,"0","GABARAP"
6.68683228990192e-78,-3.83242181680978,0.033,0.293,9.17032180237149e-74,"0","NCF2"
1.3223558025363e-76,-4.75995978746659,0.024,0.27,1.81347874759828e-72,"0","MS4A6A"
5.66491241276166e-76,1.72276314441435,0.515,0.157,7.76886088286134e-72,"0","CD2"
2.30826363996196e-75,0.579522916498671,0.995,0.98,3.16555275584383e-71,"0","RPL10A"
7.9061959777275e-75,-0.57478215385503,0.994,0.995,1.08425571638555e-70,"0","MT-CO1"
1.81055998534691e-74,-2.66237464331848,0.092,0.374,2.48300196390475e-70,"0","LGALS3"
3.33273660915441e-74,-3.311899837888,0.104,0.357,4.57051498579436e-70,"0","CD79B"
4.47754819342289e-74,-4.63001523803128,0.016,0.253,6.14050959246015e-70,"0","CDA"
5.96217282989315e-74,0.634571829543406,0.974,0.867,8.17652381891546e-70,"0","RPS26"
1.40192678173452e-73,-4.81834939111115,0.018,0.247,1.92260238847072e-69,"0","CD14"
3.25569436751972e-73,2.69213262191814,0.359,0.063,4.46485925561655e-69,"0","CCR7"
4.13272079904229e-71,1.74069727033765,0.415,0.098,5.6676133038066e-67,"0","CD27"
1.8974661985583e-70,-2.03232360719633,0.204,0.474,2.60218514470285e-66,"0","TKT"
2.60651444460831e-70,3.18027342909087,0.315,0.043,3.57457390933583e-66,"0","LEF1"
3.11685575933017e-70,1.17313305585249,0.677,0.345,4.27445598834539e-66,"0","AES"
4.48219757393183e-70,-4.48952580852065,0.015,0.237,6.14688575289011e-66,"0","SLC7A7"
5.06762185084344e-70,0.719393673742508,0.961,0.864,6.94973660624669e-66,"0","RPL36A"
8.74025321774141e-70,0.420351794747876,0.999,0.991,1.19863832628106e-65,"0","RPL19"
1.03606091153591e-69,-3.79913561558782,0.024,0.254,1.42085393408035e-65,"0","HCK"
2.22998500577759e-69,-1.63743580443409,0.288,0.567,3.05820143692338e-65,"0","RAC1"
9.41267833053402e-69,-2.81669254791577,0.066,0.318,1.29085470624943e-64,"0","BRI3"
1.02093946018359e-68,2.06209805071872,0.417,0.116,1.40011637569577e-64,"0","PIK3IP1"
1.06561975449708e-68,-3.09419773917183,0.046,0.286,1.4613909313173e-64,"0","CTSH"
1.43811795648094e-67,-0.800693539516494,0.992,0.994,1.97223496551796e-63,"0","ACTB"
2.10846845009773e-67,-5.57625289803192,0.006,0.213,2.89155363246402e-63,"0","LILRA5"
3.16717197200707e-67,0.528366021658559,0.998,0.972,4.34345964241049e-63,"0","RPL18"
3.2429348021105e-67,0.416047864324275,0.999,0.986,4.44736078761434e-63,"0","RPS15"
2.93106007910289e-66,4.29301197809346,0.269,0.023,4.01965579248171e-62,"0","MAL"
3.13911902898765e-66,0.370188897424192,1,0.994,4.30498783635367e-62,"0","RPS2"
4.60509241481482e-66,-3.02315050675851,0.05,0.287,6.31542373767705e-62,"0","RNF130"
3.10941711950302e-65,2.90751448786672,0.314,0.05,4.26425463768644e-61,"0","PRKCQ-AS1"
4.85755554085097e-65,-4.973967002191,0.013,0.217,6.66165166872301e-61,"0","HLA-DQA2"
5.32151769097021e-65,-1.55482888008728,0.325,0.591,7.29792936139654e-61,"0","PRELID1"
1.00429808242001e-64,-3.11324671575131,0.044,0.275,1.3772943902308e-60,"0","PLEK"
2.24375371475502e-64,0.518348749365808,0.994,0.966,3.07708384441503e-60,"0","RPS5"
2.60577852775305e-64,-4.49081853310692,0.048,0.25,3.57356467296053e-60,"0","CD79A"
3.48321198190169e-64,3.01079613579102,0.313,0.049,4.77687691197997e-60,"0","AQP3"
4.71171225503702e-64,-2.23389577387356,0.134,0.395,6.46164218655777e-60,"0","RGS2"
6.06427717529099e-64,0.64027745440927,0.945,0.801,8.31654971819406e-60,"0","RPS21"
7.77992047870265e-64,1.01609856775979,0.938,0.881,1.06693829444928e-59,"0","JUNB"
1.78888478746231e-63,0.476330968557529,0.997,0.979,2.45327659752581e-59,"0","RPS8"
1.33545904702528e-62,-1.84760670068474,0.421,0.615,1.83144853709047e-58,"0","S100A11"
6.43778601441293e-62,1.31512822551371,0.539,0.216,8.82877974016589e-58,"0","LCK"
1.64550247673448e-61,0.387463604493117,0.999,0.995,2.25664209659367e-57,"0","RPLP1"
1.27965615243374e-60,2.44271772844275,0.315,0.056,1.75492044744764e-56,"0","TRAT1"
2.07807068869281e-60,-1.5601881946047,0.298,0.554,2.84986614247332e-56,"0","ANXA2"
7.72085945714804e-60,-2.36294964997738,0.096,0.346,1.05883866595328e-55,"0","FCGRT"
1.65731848896801e-59,-4.45880741982155,0.012,0.204,2.27284657577073e-55,"0","PILRA"
1.6828490575095e-59,-2.56770933720365,0.064,0.301,2.30785919746853e-55,"0","EFHD2"
8.55634952710763e-59,-4.08023091030081,0.018,0.216,1.17341777414754e-54,"0","MNDA"
1.47053770064705e-58,-3.22187266292866,0.043,0.259,2.01669540266737e-54,"0","TNFSF13B"
4.40067746458308e-58,-4.50288133840828,0.019,0.212,6.03508907492924e-54,"0","APOBEC3A"
5.67410618162209e-58,-3.29856100434623,0.085,0.288,7.78146921747653e-54,"0","CST7"
1.11799470257931e-57,0.795858332784497,0.848,0.645,1.53321793511726e-53,"0","RPSAP58"
1.32462869109217e-57,-4.57388752899256,0.033,0.23,1.81659578696381e-53,"0","CCL3"
1.71972791597874e-57,-3.66489396287219,0.023,0.224,2.35843486397324e-53,"0","STX11"
2.47682410700847e-57,-5.31249392359684,0.006,0.185,3.39671658035142e-53,"0","C19orf38"
2.95267799530999e-57,-2.3187825120403,0.115,0.35,4.04930260276812e-53,"0","STXBP2"
3.88246315992774e-57,-3.69885291819602,0.051,0.244,5.32440997752491e-53,"0","MS4A1"
5.64880044717154e-57,0.723103527771301,0.903,0.738,7.74676493325106e-53,"0","RPL22"
5.9427347021075e-57,-1.88913635546273,0.221,0.464,8.14986637047022e-53,"0","AP2S1"
1.29496518264251e-56,-5.01371627480126,0.008,0.191,1.77591525147594e-52,"0","IGSF6"
1.82681387313847e-56,0.552837059817936,0.987,0.948,2.50529254562209e-52,"0","RPL4"
2.79791597891877e-56,-4.39426311319557,0.014,0.198,3.8370619734892e-52,"0","RP11-290F20.3"
2.98126537951336e-56,-4.30962341577606,0.013,0.199,4.08850734146463e-52,"0","CPVL"
3.00590646505723e-56,-2.96046711922619,0.04,0.251,4.12230012617949e-52,"0","LYN"
4.30742253058847e-56,-1.85221435508833,0.202,0.451,5.90719925844903e-52,"0","ATP6V0B"
8.36230629027179e-56,-3.27093581933891,0.034,0.237,1.14680668464787e-51,"0","NUP214"
1.00955142058833e-55,0.691175399579161,0.942,0.831,1.38449881819483e-51,"0","BTG1"
1.95647899564664e-55,0.470138778151457,0.992,0.955,2.6831152946298e-51,"0","RPL35"
6.60219169498455e-55,0.903879886620593,0.554,0.216,9.05424569050182e-51,"0","CD7"
1.61409107195758e-54,-0.934621341972501,0.814,0.895,2.21356449608262e-50,"0","SH3BGRL3"
2.48323580728622e-54,-1.88726633602614,0.581,0.671,3.40550958611233e-50,"0","COTL1"
5.74828405700638e-54,0.625391528353668,0.917,0.766,7.88319675577855e-50,"0","GLTSCR2"
7.26757968545775e-54,0.560250876667991,0.979,0.949,9.96675878063675e-50,"0","RPL17"
2.30736873773012e-53,1.81418877040613,0.373,0.116,3.16432548692309e-49,"0","RGCC"
7.83893294581112e-53,1.93515794560427,0.37,0.122,1.07503126418854e-48,"0","TCF7"
1.21795009397418e-52,-4.11073982758302,0.02,0.197,1.6702967588762e-48,"0","MS4A7"
1.47110368608543e-52,0.811383183895522,0.771,0.537,2.01747159509755e-48,"0","HINT1"
1.80700804412658e-52,-2.61267165171787,0.05,0.261,2.4781308317152e-48,"0","APLP2"
6.4541735749529e-52,0.355060804791797,0.998,0.99,8.85125364069041e-48,"0","RPS19"
8.75221705191925e-52,0.595765190515116,0.951,0.846,1.20027904650021e-47,"0","RPL38"
2.43750483822903e-51,-4.45326589758143,0.011,0.178,3.3427941351473e-47,"0","LRRC25"
3.22222300044588e-51,-1.5558150693179,0.214,0.453,4.41895662281147e-47,"0","CD63"
5.21672630451799e-51,-4.1846775099042,0.015,0.19,7.15421845401597e-47,"0","ALDH2"
5.84414491176407e-51,-3.76103904510971,0.016,0.193,8.01466033199324e-47,"0","CTSZ"
8.74536326446839e-51,0.751183339404903,0.681,0.425,1.1993391180892e-46,"0","GIMAP7"
1.08424943333557e-50,-4.52647770676799,0.014,0.186,1.4869396728764e-46,"0","FPR1"
1.99877041961198e-50,0.570865877028698,0.946,0.84,2.74111375345586e-46,"0","EEF1B2"
2.35312642527358e-50,1.56753699333314,0.367,0.098,3.22707757962019e-46,"0","CD3G"
8.41006092606212e-50,-2.63204538114276,0.052,0.252,1.15335575540016e-45,"0","BLVRB"
1.18476897013136e-49,1.38186048137827,0.438,0.173,1.62479216563815e-45,"0","PRDX2"
5.09919307230464e-49,2.23057786525975,0.297,0.072,6.99303337935858e-45,"0","FLT3LG"
1.4534883873084e-48,0.439406738840705,0.987,0.931,1.99331397435474e-44,"0","RPL37A"
1.56275327633909e-48,-3.34760272336356,0.024,0.199,2.14315984317142e-44,"0","KLF4"
1.56984394450452e-48,-4.61284527447766,0.009,0.171,2.1528839854935e-44,"0","MAFB"
1.81085032453032e-48,0.571737086424795,0.981,0.961,2.48340013506088e-44,"0","RPL7"
1.84102415168264e-48,-3.72847502165379,0.016,0.186,2.52478052161757e-44,"0","MPEG1"
2.02045979117105e-48,0.465326289900624,0.982,0.929,2.77085855761197e-44,"0","RPL24"
3.18131206104228e-48,-5.30588070264723,0.034,0.193,4.36285136051339e-44,"0","GZMB"
4.25004608006843e-48,-4.07386599191284,0.013,0.173,5.82851319420584e-44,"0","RNASE6"
1.91356521292702e-47,-3.34129483284021,0.028,0.208,2.62426333300811e-43,"0","FGL2"
2.1640778926355e-47,0.290708730192192,0.999,0.99,2.96781642196032e-43,"0","RPL18A"
5.50759391875761e-47,-2.39373711912012,0.08,0.276,7.55311430018418e-43,"0","RHOC"
2.15238243600609e-46,0.906127556765769,0.671,0.421,2.95177727273876e-42,"0","EVL"
5.17799082510306e-46,1.31858210000486,0.426,0.171,7.10109661754633e-42,"0","GIMAP5"
9.8376242792534e-46,-3.68272762606904,0.016,0.179,1.34913179365681e-41,"0","SMCO4"
9.84315747429256e-46,-5.16901996399149,0.019,0.167,1.34989061602448e-41,"0","GZMH"
1.08432390475588e-45,-1.07064834731067,0.675,0.808,1.48704180298221e-41,"0","ARPC1B"
1.40747941377406e-45,-1.88920262328734,0.124,0.34,1.93021726804975e-41,"0","CTSD"
1.61010214796967e-45,-2.59020776029121,0.098,0.28,2.2080940857256e-41,"0","GZMA"
3.3683052626326e-45,-6.80466818633373,0.002,0.144,4.61929383717434e-41,"0","ASGR1"
4.69618467232084e-45,0.45005043805772,0.987,0.928,6.4403476596208e-41,"0","RPL37"
5.87066361916578e-45,-4.81611687553848,0.029,0.178,8.05102808732395e-41,"0","FGFBP2"
6.98504295880701e-45,-3.38083225954455,0.019,0.18,9.57928791370793e-41,"0","TGFBI"
1.09927000732066e-44,0.993227717636185,0.566,0.316,1.50753888803956e-40,"0","TMEM123"
1.8019430575201e-44,-3.02706883366203,0.027,0.197,2.47118470908306e-40,"0","PLAUR"
3.87329480779652e-44,-1.79553169037465,0.21,0.417,5.31183649941214e-40,"0","CEBPB"
5.12025228902181e-44,-1.47837667124188,0.779,0.787,7.0219139891645e-40,"0","S100A6"
5.84051968170931e-44,-1.49929850565614,0.25,0.471,8.00968869149614e-40,"0","TALDO1"
1.08319227457218e-43,0.3744799620941,0.997,0.983,1.48548988534828e-39,"0","RPS7"
1.20447108113605e-43,-2.8696699378604,0.041,0.215,1.65181164066998e-39,"0","SCPEP1"
1.63026621105551e-43,-4.74480776541889,0.007,0.151,2.23574708184153e-39,"0","RAB32"
1.65135484551543e-43,-4.80820141273564,0.023,0.163,2.26466803513985e-39,"0","TCL1A"
2.03532650587401e-43,-3.3035723469329,0.028,0.188,2.79124677015561e-39,"0","CSF3R"
2.72057518256539e-43,3.01740865482363,0.204,0.023,3.73099680537018e-39,"0","CD40LG"
4.2416252497605e-43,-3.45275837520446,0.069,0.229,5.81696486752155e-39,"0","PRF1"
4.27949452872546e-43,-1.9488076773749,0.136,0.338,5.86889879669409e-39,"0","ASAH1"
5.08744121345894e-43,-3.29922605604593,0.034,0.197,6.97691688013759e-39,"0","HVCN1"
5.34585076761268e-43,-4.68490964692909,0.008,0.153,7.33129974270403e-39,"0","PLBD1"
7.59737503189707e-43,-2.97059497681595,0.03,0.196,1.04190401187436e-38,"0","ODF3B"
8.08697958496363e-43,1.59047549394854,0.388,0.155,1.10904838028191e-38,"0","LEPROTL1"
1.31448858882327e-42,-3.00465960849155,0.028,0.19,1.80268965071223e-38,"0","LYL1"
2.72433575910102e-42,-1.294342419969,0.357,0.565,3.73615406003114e-38,"0","ITGB2"
2.83823203305303e-42,-2.07834984217401,0.091,0.29,3.89235141012893e-38,"0","CTSB"
3.15315902972838e-42,-2.25741148777163,0.071,0.264,4.3242422933695e-38,"0","ABI3"
3.29475913667742e-42,-3.43449713439609,0.024,0.182,4.51843268003942e-38,"0","IRF8"
5.1803663610475e-42,0.447659242508114,0.979,0.941,7.10435442754055e-38,"0","RPL27"
5.35108369033037e-42,0.761739326727959,0.828,0.673,7.33847617291906e-38,"0","JUN"
1.15606797728441e-41,-2.92920286731253,0.027,0.189,1.58543162404784e-37,"0","TBXAS1"
2.0710491314411e-41,-4.64364302241153,0.102,0.246,2.84023677885833e-37,"0","GNLY"
3.65858814180353e-41,0.803875910110583,0.765,0.561,5.01738777766936e-37,"0","ZFP36L2"
3.67968990779708e-41,0.404114244831284,0.992,0.966,5.04632673955292e-37,"0","RPL7A"
5.10193824176472e-41,-1.29673572683006,0.262,0.489,6.99679810475614e-37,"0","H3F3A"
6.01556836707456e-41,-1.28609086755081,0.795,0.828,8.24975045860605e-37,"0","S100A4"
1.7815277446497e-40,-3.08124894382558,0.024,0.176,2.4431871490126e-36,"0","CYBB"
2.13717107072777e-40,2.91583002993016,0.227,0.045,2.93091640639607e-36,"0","LDLRAP1"
2.23618799060598e-40,-4.17681308286542,0.031,0.182,3.06670821031704e-36,"0","CCL4"
2.504266434011e-40,-3.67298114894927,0.019,0.164,3.43435098760268e-36,"0","C5AR1"
3.36699548674909e-40,0.672995882539689,0.792,0.58,4.61749761052771e-36,"0","HSPA8"
3.80234502941633e-40,-4.26455474920334,0.008,0.148,5.21453597334156e-36,"0","FCGR2A"
4.21549746746612e-40,-5.36682449197151,0.003,0.131,5.78113322688304e-36,"0","CD33"
8.25307684716927e-40,-1.531734586472,0.168,0.384,1.13182695882079e-35,"0","CARD16"
9.3594035008883e-40,1.57601695944562,0.331,0.109,1.28354859611182e-35,"0","SPOCK2"
1.03241009589877e-39,-2.6599267791008,0.037,0.195,1.41584720551557e-35,"0","LYST"
1.07597248477747e-39,1.46680760442349,0.346,0.118,1.47558866562382e-35,"0","LAT"
1.1549480985069e-39,-4.78608609146156,0.01,0.149,1.58389582229236e-35,"0","IGFBP7"
1.32294854579887e-39,-2.23780388004173,0.056,0.231,1.81429163570857e-35,"0","AGTRAP"
1.488495928052e-39,-2.33505078204618,0.063,0.239,2.04132331573051e-35,"0","POU2F2"
1.50364726829667e-39,-1.44394095864206,0.27,0.486,2.06210186374205e-35,"0","C1orf162"
1.6330797147721e-39,-2.36063408138055,0.061,0.237,2.23960552083846e-35,"0","IFNGR2"
3.61873389125363e-39,-3.66094308947906,0.015,0.151,4.96273165846523e-35,"0","SLC11A1"
3.63465794400121e-39,-0.820027860910203,0.754,0.843,4.98456990440326e-35,"0","ARPC2"
6.92246694206764e-39,0.324879661708557,0.998,0.99,9.49347116435156e-35,"0","RPL6"
9.34195044084394e-39,-4.89993847158084,0.012,0.138,1.28115508345734e-34,"0","LINC00926"
1.08277505838873e-38,0.264742180581985,1,0.991,1.4849177150743e-34,"0","RPL28"
1.14074536608239e-38,-3.06456403385822,0.022,0.171,1.56441819504538e-34,"0","CPPED1"
2.4379642518366e-38,-2.52955010788007,0.035,0.198,3.34342417496871e-34,"0","EIF4EBP1"
3.18069499079532e-38,0.283895892545135,0.999,0.986,4.3620051103767e-34,"0","RPL12"
3.31479567820217e-38,-1.0910362482931,0.353,0.561,4.54591079308645e-34,"0","SNX3"
3.64379283299542e-38,-1.72126667609095,0.125,0.322,4.99709749116992e-34,"0","CAPG"
3.96695118990994e-38,0.516969624469941,0.939,0.846,5.44027686184249e-34,"0","RPS4Y1"
7.54988462002036e-38,-3.5826523584068,0.018,0.155,1.03539117678959e-33,"0","LAT2"
1.64947760359501e-37,-3.56880134927867,0.014,0.149,2.26209358557019e-33,"0","SLC31A2"
3.13007746307722e-37,1.42100080834913,0.41,0.197,4.2925882328641e-33,"0","DNAJB1"
3.58949969196872e-37,-5.41813015191948,0.005,0.122,4.92263987756591e-33,"0","VPREB3"
3.7517853910767e-37,1.35658141136967,0.375,0.148,5.14519848532258e-33,"0","RHOH"
8.39044325431457e-37,-0.886029625584148,0.823,0.877,1.1506653878967e-32,"0","MYL6"
1.14322405298125e-36,-5.76948245297481,0.003,0.121,1.56781746625849e-32,"0","RBP7"
1.90850163834066e-36,-0.766302182061198,0.822,0.885,2.61731914682039e-32,"0","SERF2"
4.48122755911556e-36,-1.41368823642999,0.197,0.404,6.14555547457108e-32,"0","C20orf24"
1.14247844356159e-35,-1.28436174033082,0.384,0.556,1.56679493750037e-31,"0","TSPO"
1.75679355692e-35,1.43942105465396,0.345,0.132,2.40926668396008e-31,"0","OCIAD2"
4.97774059968949e-35,-3.7605092378095,0.013,0.14,6.82647345841416e-31,"0","BTK"
5.67421784257561e-35,0.889840691217252,0.66,0.452,7.78162234930819e-31,"0","C6orf48"
6.88193355570433e-35,-1.33747421558206,0.161,0.358,9.43788367829292e-31,"0","CTSC"
2.82110737105545e-34,-2.07507224727296,0.091,0.265,3.86886664866545e-30,"0","BLVRA"
2.82731379822509e-34,2.17175263782298,0.235,0.068,3.87737814288589e-30,"0","SUSD3"
